INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','967-758-6808','under review','2011-11-08','2031-02-22',5689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','MK','524-989-8960','infiltration','2023-04-06','2024-08-09',1631);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','PF','333-211-6084','emergency extraction','2005-04-01','2027-10-15',3854);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','CN','513-982-0917','infiltration','2019-12-20','2031-01-30',1242);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','GR','699-217-0558','under review','2006-05-08','2027-03-10',158);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','ID','602-446-7868','under development','2014-11-14','2027-02-15',8986);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','YE','153-717-2542','compromised','2014-02-24','2031-04-17',1703);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','ID','556-922-8421','compromised','2010-01-11','2032-04-02',6330);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','MX','655-479-4270','under surveillance','2018-02-26','2033-04-03',9763);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','JP','680-706-9648','compromised','2017-09-12','2031-11-22',2107);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','PS','237-115-3753','compromised','2008-04-17','2024-02-07',9459);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','CN','108-377-5385','deep cover','2012-09-24','2028-06-05',1921);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','LT','857-363-6273','under surveillance','2011-05-05','2026-11-03',7296);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','FR','313-136-6966','under development','2008-02-14','2023-03-05',8717);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','CA','387-248-3951','under surveillance','2017-12-26','2028-02-25',3814);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','CN','682-234-1352','deep cover','2022-03-26','2028-12-02',204);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','249-595-2002','infiltration','2011-01-09','2023-06-08',4216);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','PT','438-262-2063','infiltration','2013-05-07','2030-10-26',492);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','MG','850-954-3246','active','2010-08-29','2033-01-30',8877);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','PH','752-203-1869','active','2021-04-14','2025-12-01',1077);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','US','516-297-5101','compromised','2012-08-20','2030-10-17',5780);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','BR','626-229-4470','burned','2013-07-21','2027-06-07',1603);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','SE','104-478-0417','compromised','2006-08-22','2028-06-28',280);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','SY','310-333-3208','compromised','2007-07-23','2030-06-25',3145);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','CN','907-876-6058','under surveillance','2021-08-19','2029-07-09',7766);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PL','459-249-8084','compromised','2022-02-23','2029-11-13',5705);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PH','726-920-3836','deep cover','2006-03-21','2034-08-03',2337);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','RU','348-996-2536','infiltration','2004-06-14','2031-06-11',2126);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','SE','913-224-3898','under review','2012-09-03','2024-04-07',7984);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','MA','108-637-5520','burned','2009-01-28','2026-05-08',7724);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','SI','161-952-8315','emergency extraction','2019-04-04','2032-02-13',8817);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','ID','499-317-8999','deep cover','2020-10-03','2023-08-24',857);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PH','732-472-5311','burned','2021-08-29','2032-05-29',6148);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','467-358-4154','burned','2020-05-09','2025-07-26',6694);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','MM','732-729-3429','under development','2006-01-16','2026-08-21',8846);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','BR','910-929-5966','compromised','2006-01-05','2032-10-28',8692);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','TH','672-713-2391','under surveillance','2015-01-12','2026-05-31',5317);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','FR','380-319-0753','infiltration','2007-09-17','2023-02-27',8593);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','878-279-9873','infiltration','2010-05-16','2029-09-02',3349);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CN','869-543-2243','inactive','2013-04-30','2025-09-29',9587);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','AR','315-818-2218','under surveillance','2012-05-19','2024-06-23',7866);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','RU','203-853-2790','deep cover','2011-10-01','2031-10-21',2709);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','CN','233-609-0340','emergency extraction','2017-11-22','2026-05-30',9988);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','PH','937-689-1776','emergency extraction','2017-03-15','2026-03-02',4493);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','NO','883-868-1096','infiltration','2004-06-10','2024-04-27',7534);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','RU','685-261-8807','infiltration','2014-02-20','2034-10-14',6105);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','390-222-2519','under surveillance','2005-06-06','2025-06-29',4013);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','FR','392-498-4198','deep cover','2011-01-03','2033-04-23',9870);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','ID','304-315-7161','burned','2008-11-17','2024-01-21',5050);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','JP','718-422-3676','under development','2021-01-27','2030-11-09',4282);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','ZW','690-456-7921','infiltration','2017-06-08','2030-10-11',6507);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','PL','991-493-4078','under surveillance','2023-02-24','2029-03-21',5518);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','UZ','919-358-0285','under development','2010-10-12','2025-09-19',5986);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','CN','551-732-3407','under surveillance','2004-08-15','2030-02-26',5868);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','US','219-957-8984','under development','2010-04-01','2027-11-21',9322);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','GR','415-236-3203','active','2009-11-12','2030-10-12',4400);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','141-102-8247','emergency extraction','2019-07-19','2027-04-16',3052);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','UA','160-239-2031','infiltration','2019-02-14','2024-08-16',9050);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','NL','126-491-2562','burned','2007-07-29','2033-11-02',7871);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CN','724-169-6800','emergency extraction','2005-06-24','2031-02-14',1113);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','PH','493-280-8670','under development','2012-02-29','2034-08-10',3244);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ID','973-309-7362','under review','2015-03-26','2026-05-24',1220);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','CN','182-819-4370','emergency extraction','2015-03-19','2034-10-27',9489);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','ZA','615-133-5814','infiltration','2012-04-18','2026-04-24',6654);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','ES','114-815-6430','compromised','2012-10-09','2029-05-11',9886);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','US','561-816-5239','under surveillance','2013-01-07','2033-07-26',9647);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','FR','278-389-6642','infiltration','2012-04-19','2026-12-07',4645);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','PH','527-844-1314','inactive','2014-09-13','2031-01-05',767);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','GT','887-723-0870','emergency extraction','2005-09-05','2026-05-24',2847);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','ID','203-189-6345','emergency extraction','2010-09-24','2030-12-08',7606);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','KZ','726-356-1027','inactive','2012-03-09','2026-05-02',4922);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','HN','678-877-2927','active','2009-11-30','2032-05-18',5492);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','CN','798-794-6682','deep cover','2018-05-10','2032-04-12',646);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','AR','837-662-0185','infiltration','2015-11-14','2032-04-22',3146);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','796-653-8847','infiltration','2004-05-25','2025-10-22',304);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','PT','653-768-2812','deep cover','2012-10-23','2029-01-17',9949);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','403-611-9881','deep cover','2007-12-29','2028-07-08',38);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CO','425-416-6570','burned','2008-05-25','2032-05-05',7295);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','786-718-4943','under review','2021-09-02','2023-07-10',1269);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','ZA','895-759-1415','inactive','2004-05-29','2024-04-20',6205);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','NL','580-384-0021','infiltration','2020-06-13','2027-03-09',817);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','240-664-0694','under development','2018-07-15','2033-10-02',4631);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PL','787-510-6897','under review','2020-02-26','2034-08-11',2981);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','ID','755-892-0607','active','2023-09-28','2027-08-09',3263);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','661-797-0534','deep cover','2011-10-13','2026-03-22',6219);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','MA','630-135-9127','under review','2012-12-10','2030-10-01',9003);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','ID','372-883-6619','infiltration','2013-11-05','2032-01-29',1027);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','PH','947-509-0535','inactive','2023-12-19','2025-03-17',6823);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','ID','111-702-3950','under development','2016-03-25','2034-12-26',9837);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','MA','211-708-1202','inactive','2013-01-03','2028-09-30',9418);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','HU','385-987-9634','under review','2006-10-26','2034-03-06',3368);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','ID','515-743-7172','emergency extraction','2007-12-17','2034-09-16',3715);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','BR','177-838-3188','compromised','2011-03-30','2029-07-18',6921);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','ID','924-285-8507','under surveillance','2016-09-08','2025-10-30',7188);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PH','148-469-1503','inactive','2005-02-28','2029-11-21',3061);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ID','534-974-7417','emergency extraction','2008-12-31','2026-12-05',25);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','MG','594-344-1466','inactive','2007-09-27','2034-02-09',1860);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','RU','376-820-0405','inactive','2021-03-29','2025-12-24',9608);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','498-513-4157','under surveillance','2020-06-08','2025-03-24',1585);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','717-342-5385','active','2013-12-22','2025-07-12',3258);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','IE','261-670-3622','deep cover','2015-11-30','2023-09-09',8401);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','ID','706-540-9886','under development','2021-12-12','2024-06-07',2205);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','507-173-3651','compromised','2005-10-24','2030-06-28',5115);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','YE','292-134-4414','under surveillance','2013-12-20','2033-09-29',85);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','RU','285-271-7356','infiltration','2007-04-30','2023-07-24',8642);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','PT','692-780-8398','active','2022-08-22','2030-03-08',4997);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','PH','462-173-3179','emergency extraction','2007-09-15','2024-11-19',4210);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','RS','617-407-2717','emergency extraction','2013-02-15','2024-06-11',3653);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','MX','879-484-5771','inactive','2004-02-19','2029-12-02',9541);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','AR','912-673-9630','burned','2022-06-03','2033-02-26',4920);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','BR','831-903-9452','deep cover','2007-07-26','2024-12-25',8716);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','BD','436-207-6307','infiltration','2023-10-12','2025-12-27',2993);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','HN','609-815-9405','active','2008-07-06','2028-12-01',3280);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','IT','770-792-9404','under review','2008-06-18','2027-01-26',5647);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','RU','722-933-9482','under development','2021-03-27','2031-12-13',3586);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','RU','457-930-3554','emergency extraction','2015-10-04','2027-03-08',7838);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','TH','335-648-2387','emergency extraction','2012-11-19','2025-06-13',316);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','RU','444-395-2354','under development','2005-10-26','2026-01-01',4206);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PL','116-968-6118','deep cover','2009-10-03','2029-03-04',9040);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','970-587-8423','emergency extraction','2004-08-18','2032-06-11',5009);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','BG','529-755-2027','inactive','2020-08-07','2029-01-20',5392);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','JP','724-374-5461','active','2016-04-04','2023-02-13',7517);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','403-537-3707','infiltration','2004-07-01','2033-07-29',4141);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','ID','890-585-3397','inactive','2011-10-21','2032-08-11',6036);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','NI','109-878-6893','active','2019-05-05','2023-09-18',2012);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','147-256-7094','inactive','2005-03-04','2031-11-18',9819);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','RU','965-189-6115','compromised','2006-08-12','2023-09-09',8558);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','SB','157-145-8118','inactive','2015-10-04','2029-06-20',1892);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','TH','452-399-5200','emergency extraction','2010-03-11','2029-10-09',4246);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CN','313-101-2043','emergency extraction','2015-12-01','2024-06-14',8405);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','PH','675-786-1720','deep cover','2022-10-29','2033-02-04',6062);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','EG','522-209-5741','active','2010-03-09','2033-12-15',360);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','ID','965-644-5362','under surveillance','2018-11-25','2029-12-29',491);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','HR','192-471-4133','infiltration','2020-10-01','2027-10-26',9632);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CL','506-248-6848','burned','2020-11-16','2032-01-09',766);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','TH','817-596-1789','compromised','2009-06-11','2032-02-11',1273);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','CN','933-400-0400','under surveillance','2008-10-17','2032-12-07',1055);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','SE','173-134-6975','inactive','2015-12-30','2030-04-14',6717);
