INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Nickie','Summerson','1975-12-01','F','VN',1,'asset handler','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Goldy','Valentim','1975-12-02','F','ID',1,'escape and evasion expert','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lauree','Mounsie','1985-03-09','F','JP',9,'influence operations specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Quintus','Hamshere','1997-09-29','M','GR',8,'medical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pattie','Dingwall','1983-01-05','M','PH',4,'underwater specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adriena','Airton','1972-06-24','F','PH',6,'intelligence analyst','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Artair','Braemer','1957-05-26','M','IL',9,'technical specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Zonda','Renihan','1963-12-31','F','CN',7,'cyber operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Allister','Scole','1982-05-29','M','CN',10,'combat specialist','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Theadora','Measen','1955-09-19','F','CN',7,'undercover agent','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Edmon','Coatham','2003-01-07','M','CN',8,'assassin','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Phil','Maberley','1995-10-11','F','PH',9,'underwater specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Barnett','Pepi','1982-05-19','M','PE',1,'agent in place','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Edvard','Lee','1974-01-29','M','BY',9,'psychological warfare specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emmit','Couch','1996-08-04','M','ID',7,'survivalist','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marge','Kidney','1989-02-25','F','SE',7,'medical specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Linette','Odda','1972-07-04','F','CN',10,'counterterrorism specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Richard','Rawlyns','1965-08-23','M','CN',9,'counterterrorism specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Annabella','Knottley','1970-05-03','F','PT',10,'technical specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Barnie','Episcopi','1968-02-04','M','RS',1,'escape and evasion expert','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jessamyn','Parsell','2003-07-18','F','CN',9,'influence operations specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Karisa','Hadlow','1974-03-04','F','CN',1,'medical specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Janna','Meys','2006-01-13','F','CN',10,'undercover agent','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brigham','Farron','1964-09-28','M','PT',8,'sniper','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dewie','Patifield','1999-06-30','M','GH',6,'sniper','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Leodora','Brand','1960-09-28','F','CN',6,'negotiation expert','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lelia','Conti','1958-04-12','F','CN',10,'negotiation expert','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jasun','Bortolozzi','1965-06-01','M','AR',8,'negotiation expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Mariam','MacGruer','1988-07-14','F','HT',7,'sniffer','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Yasmeen','Swales','1975-11-15','F','CN',10,'translator','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lock','Golton','1993-08-31','M','LU',5,'intelligence analyst','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rock','Hughill','1957-04-19','M','PH',5,'communications specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Vivia','Bartomieu','1979-11-16','F','BR',2,'interrogation specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Niko','Hefferan','1971-07-10','M','CN',2,'negotiation expert','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Winn','Fazan','1958-11-18','M','ID',5,'escape and evasion expert','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Giffie','Maling','2005-06-02','M','ID',9,'counterterrorism specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tiffani','Sammons','1988-05-29','F','PL',2,'cyber operative','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Teodoro','Keyho','1956-07-01','M','US',6,'sniffer','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tomasina','Stode','1993-02-18','F','CN',6,'escape and evasion expert','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ailina','Foggo','1990-11-15','F','AF',9,'sniffer','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Clint','Haill','1980-02-16','M','TH',5,'escape and evasion expert','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Desmund','Insley','2003-06-17','M','PK',9,'counterintelligence agent','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gorden','Micka','1976-12-28','M','US',6,'underwater specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wendell','Spykins','1978-01-12','M','EC',1,'infiltration expert','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kirstin','Wick','1958-05-03','F','MX',2,'undercover agent','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Masha','Ebbins','1978-03-25','F','PH',4,'combat specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ravi','Vidineev','2003-03-01','M','PH',6,'assassin','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Clevey','Belding','1967-11-19','M','UG',7,'underwater specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marlane','Walbridge','1998-10-15','F','PL',7,'psychological warfare specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Burtie','Lintill','1977-04-27','M','TZ',1,'sniffer','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sallee','Dory','1979-08-11','F','CN',5,'rogue hunter','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brian','Bartlosz','1994-10-01','M','PT',1,'agent in place','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adrian','Bertelet','2004-03-29','F','LY',9,'counterintelligence agent','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kelby','Physic','1957-01-11','M','BR',6,'escape and evasion expert','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Angela','Darkin','1999-07-04','F','BA',8,'rogue hunter','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adlai','Girke','1965-05-19','M','CO',9,'underwater specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jeannette','Bonsall','1976-04-02','F','HU',6,'infiltration expert','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Meryl','Fuggle','1988-08-10','M','RU',4,'asset handler','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arielle','Fairham','1973-06-27','F','PT',3,'communications specialist','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jarvis','McAtamney','1996-04-16','M','PL',10,'influence operations specialist','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dun','Colloff','1969-07-15','M','ID',2,'counterterrorism specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dimitri','Carlens','1976-01-06','M','CN',7,'interrogation specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Harris','Sail','1999-11-14','M','CZ',2,'sniffer','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Agatha','Burden','1979-04-26','F','VN',6,'survivalist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Roman','Roubert','2001-11-11','M','ID',8,'field operative','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Roxine','Drysdall','1987-01-23','F','FR',8,'undercover agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Grete','Rainsbury','1968-03-27','F','CN',5,'sniffer','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ollie','Alexsandrov','1993-04-14','F','AZ',9,'counterintelligence agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sampson','Hugk','2001-04-13','M','CA',3,'sniffer','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jyoti','Klima','1956-12-06','F','DO',3,'underwater specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Val','Daniell','1983-06-10','F','IE',8,'field operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dotti','Domenico','1981-07-30','F','ID',6,'translator','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Freida','Sommerscales','1958-06-06','F','RU',5,'escape and evasion expert','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Alanson','Rozzell','1973-10-20','M','US',1,'agent in place','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tiebold','Meecher','1965-02-01','M','JP',5,'underwater specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Reinhold','Graddell','1954-05-03','M','RU',9,'agent in place','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gray','Iliff','1988-03-13','F','MM',7,'agent in place','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lucinda','Gommowe','2002-09-27','F','CZ',3,'assassin','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Far','Nisby','1992-05-01','M','NP',1,'escape and evasion expert','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tildie','Robbe','2000-07-25','F','MX',2,'assassin','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Niko','Matis','1961-11-08','M','PL',7,'escape and evasion expert','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tulley','Sinnett','1994-10-05','M','CN',7,'psychological warfare specialist','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Briant','Masters','1999-09-03','M','AR',8,'field operative','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Violette','Martugin','1989-02-10','F','LT',8,'asset handler','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Izzy','Riccardo','2002-03-14','M','CN',8,'asset handler','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Marita','Cowser','2005-09-21','F','PH',7,'undercover agent','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Audrye','Reavell','1975-03-05','F','EG',9,'infiltration expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Delilah','Castille','1971-05-15','F','BY',9,'influence operations specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Annabella','Prebble','1972-10-01','F','CN',6,'sniffer','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Maureene','Scally','1954-03-07','F','PH',6,'cyber operative','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('William','Stitle','1963-06-11','M','ID',10,'sniffer','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Stinky','Fells','1969-12-15','M','ID',6,'sniper','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tristan','Exrol','1971-05-20','M','PH',8,'infiltration expert','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tania','Girardoni','1958-08-12','F','RU',7,'medical specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jeana','Geydon','1995-09-19','F','CN',3,'negotiation expert','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Madel','Stump','1956-10-19','F','CZ',3,'underwater specialist','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chrissie','Haffenden','1982-11-18','F','ID',5,'intelligence analyst','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tadeo','Micah','1967-08-28','M','CL',7,'assassin','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lynsey','Rozalski','1995-08-17','F','SZ',7,'counterintelligence agent','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sidoney','Donoghue','1998-06-18','F','UA',3,'undercover agent','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gwenneth','Coyne','1969-10-28','F','CN',6,'technical specialist','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Moe','Shitliffe','1972-02-15','M','SL',3,'technical specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Devonne','Newby','1964-03-17','F','BR',7,'rogue hunter','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emelen','Leve','1959-01-22','M','YE',7,'infiltration expert','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Chancey','Angrock','1972-02-26','M','CN',8,'sniffer','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosana','Vondra','1984-11-02','F','BO',4,'undercover agent','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Yves','Jaquemar','1971-05-15','M','RU',3,'psychological warfare specialist','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Teodoro','Krzyzaniak','1999-04-03','M','MU',2,'survivalist','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Joachim','Naughton','1986-03-19','M','BR',8,'negotiation expert','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lanette','Yanshinov','1996-06-13','F','CN',1,'demolitions expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Addison','Farman','1984-03-20','M','IQ',9,'negotiation expert','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Wallas','Nornable','1988-07-19','M','BR',4,'counterterrorism specialist','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Merwyn','Shailer','1998-10-01','M','ID',2,'underwater specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pamella','Worrill','1963-12-30','F','CN',10,'intelligence analyst','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rosaleen','Fines','1999-02-18','F','ID',6,'field operative','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Tamera','Holtaway','1958-04-30','F','CU',10,'combat specialist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Allina','Beloe','1970-01-27','F','CN',4,'assassin','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Barnebas','Pyvis','1957-03-03','M','PH',7,'rogue hunter','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rudie','Woollcott','1963-11-05','M','MG',9,'agent in place','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Ruthi','Geldard','1967-09-06','F','BI',3,'medical specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kessiah','Ambrosio','1976-07-18','F','RU',2,'counterintelligence agent','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jacki','Coggin','1970-09-14','F','ID',9,'intelligence analyst','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aleta','Dunthorn','1967-01-03','F','CN',5,'assassin','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Skyler','Cristofor','1997-06-24','M','CN',2,'cyber operative','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Antoni','Woakes','1955-08-27','M','PH',5,'interrogation specialist','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Abbe','Klimentyonok','1989-09-25','M','ID',3,'sniffer','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Brandi','Hurne','1975-09-22','F','ML',6,'infiltration expert','under investigation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Irvin','McGettrick','1965-07-10','M','CN',10,'counterterrorism specialist','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Heddie','Huitson','1986-05-31','F','PH',3,'psychological warfare specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Elisabetta','Hastilow','1997-08-25','F','CN',4,'escape and evasion expert','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dru','Ferreres','1975-10-11','M','CN',7,'undercover agent','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Della','Eggers','1984-04-08','F','CO',10,'assassin','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Putnem','Tolson','1998-02-15','M','BW',5,'assassin','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sonnnie','Dalliston','1962-12-07','F','CN',4,'demolitions expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dalton','Ashforth','1978-06-18','M','PH',6,'intelligence analyst','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Aida','Postians','1959-01-28','F','ID',2,'counterterrorism specialist','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sibeal','Biasioni','1985-04-28','F','CN',1,'asset handler','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Blake','Woolager','1989-02-05','M','KH',6,'agent in place','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Faulkner','Dallan','2003-01-15','M','CO',9,'combat specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Bernadette','de Werk','1989-10-13','F','PH',5,'undercover agent','psychological operations');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Michele','Cleal','1990-11-11','F','JP',9,'combat specialist','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rebekah','Kerans','2000-03-29','F','BR',3,'influence operations specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Georgie','Chagg','1995-06-13','M','GR',1,'infiltration expert','reserve');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Louisette','Donnan','1982-09-17','F','CO',2,'intelligence analyst','training');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Krisha','Viney','1984-07-20','M','IE',4,'underwater specialist','technical support');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Rhianon','Boaler','1957-03-24','F','CN',4,'intelligence analyst','deep cover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gibby','Crassweller','1994-12-11','M','TH',8,'counterintelligence agent','surveillance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Lorry','Cardinale','1966-05-27','M','RU',8,'combat specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Adrianne','McRorie','1992-02-14','F','RU',5,'undercover agent','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Fae','Rojel','1986-03-04','F','AR',8,'undercover agent','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Gerek','Klassmann','1962-10-18','M','MY',10,'translator','on assignment');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sam','Skeath','1992-09-17','M','CN',7,'psychological warfare specialist','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Emmy','Whaplington','1974-09-07','F','CN',5,'rogue hunter','undercover');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sidnee','Willbond','1981-09-11','M','IR',4,'combat specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Kendal','Vossing','1958-04-30','M','PH',2,'underwater specialist','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dorene','Indgs','1992-05-09','F','AF',5,'survivalist','infiltration');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Vonni','Obispo','1986-05-01','F','FR',4,'sniper','standby');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Robbie','Di Biaggi','1961-09-04','M','CO',1,'infiltration expert','covert diplomacy');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Albrecht','Oganesian','1954-03-21','M','TH',6,'assassin','injured');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Jackelyn','Silberschatz','1996-05-21','F','BR',3,'demolitions expert','on leave');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Creighton','Charlick','1955-02-13','M','RU',2,'asset handler','black ops');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Sawyere','Golding','1973-09-17','M','PH',5,'cyber operative','reconnaissance');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Michaella','Benediktovich','1969-08-23','F','MN',6,'psychological warfare specialist','recovery');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Norry','Walshe','1955-11-23','M','LS',8,'negotiation expert','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Farrel','Galvin','2003-08-28','M','CN',7,'underwater specialist','active');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Benedict','Jesteco','1985-10-22','M','CY',4,'cyber operative','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Dulcie','Ferney','1954-03-14','F','MX',6,'escape and evasion expert','interrogation');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Arch','Sheeran','1972-06-22','M','ID',4,'counterintelligence agent','intelligence gathering');
INSERT INTO agents(fname, lname, dob, gender, nationality, security_level, agent_type, agent_status) VALUES('Pattie','Alchin','1967-09-03','F','FR',10,'psychological warfare specialist','infiltration');
